target_kind,label,mae,rmse,r2,dir_acc,best_iter,n
zscore_fwd,train,0.7581177584346178,0.9977612093589426,0.06569951184214684,0.5783357380970898,158,2982968
zscore_fwd,test,0.7687981549928912,1.0049549731947442,0.05666527901972218,0.5714577708112556,158,768118
zscore_delta,train,0.9430697790634125,1.3270042138723324,0.0017319624757492491,0.5245422245690287,3,2980883
zscore_delta,test,0.9299886182623346,1.3097635363023004,0.001253877229599909,0.5209303902797848,3,766732
spread_bps_delta,train,3.190113835089757,5.619677919897225,0.002412414020532827,0.4412443635378659,1,3012528
spread_bps_delta,test,3.141606616575906,7.969274370660588,0.0007822210102214067,0.42984217202982083,1,787503
