token,spread_bps,impact_bps,revenue_$10k,slippage_$10k,gas_$10k,net_$10k,profitable
BONK,51502218.73,66.80039788599666,51502218.73,133.60079577199332,0.04740414671,51502085.08180007,True
WIF,49616126.13,41.70986139293886,49616126.13,83.41972278587772,0.04740414671,49616042.66287307,True
SOL,86.94999999999999,0.9023576226086731,86.95,1.8047152452173465,0.04740414671,85.09788060807266,True
